C100000    Coronary
C70917    Volume|Volume
C70918    Maximum|Max
C70921    Finding|Absorption,
C70932    Comment
C70938    Multiplex
C70946    Address|Mail
C70947    Signature|Investigator's
C70957    Administrative
C70961    Description|DOSTXT|DSTXT|doseDescription
C70962    Administration|Administration
C70969    w|Immuvac
C70971    Conjugated
C70978    Program|phastCon
C70979    HapMap
C70981    Kinase-[8-amino-1-(2-phenyl-7-quinolinyl)imidazo[1,5-a]pyrazin-3-yl]-1-methyl,
C70983    Kinase/VEGFR2
C70985    B7.1/HLA-A1
C70991    Gene|ASPSCR1|ASPSCR1|Alveolar
C70994    Gene|PRCC|PRCC|Papillary
C70997    Gene|HNF1
C71000    Gene|STON1|STON1|Stonin
C71002    B-like
C71003    Gene|EML4|EML4|Echinoderm
C71005    Microtubule-Associated
C71006    Gene|NEDD9|NEDD9|Neural
C71010    Small-inducible
C71011    Adenovirus-Interferon11|CT-011|Immunoglobulin55|Anti-TRAIL
C71018    Gene|MUC16|MUC16|Mucin
C71019    wt6|Ovarian
C71021    Gene|GOLM1|GOLM1|Golgi
C71031    ST-T
C71035    Alternans
C71037    mixture
C71079    Zoster|Shingles|Shingles|Zoster|Zoster
C71087    Waves
C71092    Corrected|VECTORCARDIOGRAPH
C71093    Uncorrected|VECTORCARDIOGRAPH
C71096    Prolongation
C71132    Microencapsulated
C71137    Regimen|DOSRGM|doseRegimen
C7113    Tumor|Endometrioid
C71140    Detailed
C71144    New.11.1.7|MPO|MPO|MYELOPEROXIDASE
C71146    Acid|S-Farnesylthiosalicylic
C71147    Microporous
C71154    Brassica
C71155    Shown
C71156    Valproate|Magnesium
C71159    IFN-alpha
C71161    Fumarate/Roxithromycin|BetaMarc
C71164    Model|Animal
C71179    Foot|US
C71183    Mile|International
C71184    Mile|US
C71187    Organisms|10*3.{organisms}|10E3
C71188    Organisms|10*6.{organisms}|10E6
C71189    Organisms|10*9.{organisms}|10E9
C71217    Foot|Pied
C71218    Line|[ligne]|ligne
C71223    Mil|[mil_i]|mil
C71224    Mil|Mil
C71225    Year|[ly]|l.y.|light-year
C71227    Mile
C71228    Mile|[nmi_i]|nautic
C71229    (french)|[Ch]
C71232    Pica|[cicero]|cicero
C71233    Point|[didot]|didot
C71235    Pica|Printer's
C71236    Name|[pnt]|point
C71237    Point|Printer's
C71238    Script
C71239    Chain|Ramsden
C71240    British|[rd_br]|rod
C71241    US|[rd_us]|rod
C71243    Inch|[pouce]|pouce
C71245    Yard|Survey
C71246    Unit|AU|astronomic
C71247    British|[fth_br]|fathom
C71248    US|Fathom
C71253    Foot|Foot|US
C71257    Selection|Positive
C71259    Gene|HLA-DRB3|HLA-DRB3|Major
C71261    Gene|HLA-DRB4|HLA-DRB4|Major
C71263    Gene|HLA-DRB5|HLA-DRB5|Major
C71265    Gene|HLA-DQA1|HLA-DQA1|Major
C71267    Gene|HLA-DPA1|HLA-DPA1|Major
C71274    Antigen|HLA-DP
C71277    Dietitian|registered
C71281    Pharmacist|Licensed
C7129    Non-Epithelial
C71307    Flight
C71308    Midwife|CM
C71325    Periodically
C71329    Typing|HLA
C71339    Certificate
C71340    Degree|AA|Associate
C71355    Sodium|ON
C71375    Ultrasound|TUS|abdominal
C7137    Mastocytosis|CM|Cutaneous
C71382    Relative|Paternal
C71383    Relative|Maternal
C71384    Relative|BIOLOGICALLY
C71388    Relative|Grand
C71389    Relative|Great
C71390    Sibling|Full
C71391    Sibling|Half
C71392    Relative|Legal
C71393    Relative|Foster
C71394    Relative|Adoptive
C71395    Relative|Step
C71403    Sister|Half-sister|SISTER,
C71411    Cousin
C71417    Gene|SFPQ|SFPQ|Splicing
C71419    Gene|NONO|NONO|Non-POU
C71421    Gene|HSF1|HSF1|Heat
C71423    Gene|PLAG1|PLAG1|Pleiomorphic
C71425    Gene|X-Box
C71427    Autophagy
C71433    Gene|COL4A5|COL4A5|Collagen,
C71435    Gene|LCN2|LCN2|Lipocalin
C71438    Gene|EDNRA|EDNRA|Endothelin
C71442    Gene|PRNP|PRNP|Prion
C71451    Alpha-5(IV)
C71452    Gelatinase-Associated
C71453    Receptor|ET-A|ETA-R|Endothelin
C71456    Prion
C71458    Believed
C71461    Accrual|Planned
C71464    Duration|Duration
C71469    Classification|Child-Pugh
C71471    Accrual|Actual
C71473    Activity|StudyActivity
C71474    Range|Norm
C71475    Status|Status
C71485    Study|SCREENING|Screening
C71489    Identifier|OID
C71490    Sensitive|Case
C71492    Method|Sampling
C71502    Sampling|Nonprobability
C71503    Sampling|Judgement
C71505    Sampling|Purposive
C71513    Purposeful
C71515    Sampling|Multistage
C71517    Probability
C7152    (Erythroid/Myeloid)|Erythroleukemia,
C71530    Recombinant79|Anti-IGF-1R
C71532    beta-(4-acetylphenyl)-20,20,21,21,21-pentafluoro-17-hydroxy-19-nor-17
C71533    Devacirepvec|JX
C71534    Fumarate
C71537    Ribofuranoside|ACADESINE|AICA-riboside|Arasine|GP-1-110|Protara
C71540    CD4+
C71541    Soybean
C71542    Ozogamicin|Besponsa|CMC-544|INOTUZUMAB
C71549    Group|Occupational
C71550    Cohort|Age
C71551    Population|Exposed
C71552    Population|Unexposed
C71559    Statistic|Sample
C71560    Mean|Mean
C71561    Median|Median
C71563    Midrange|Midrange
C71564    Trimean|Trimean
C71565    Range|Range
C71566    Variance|Variance
C71567    Variance
C71569    Parameter|PARM|Parameter|Population
C71578    Absolutely
C71580    Bringing
C71593    Drug/Agent
C71600    Appearance|Effect
C71603    Hydrochloride|1-Beta-D-arabinofuranosylcytosine
C71606    Column|Immunomagnetic
C71608    Succinate|(1S,4R)-4-(2-Amino-6-(cyclopropylamino)-9H-purin-9-yl)-2-cyclopentene-1-methanol
C71622    N-(2-(diethylamino)ethyl)-5-((Z)-(5-fluoro-1,2-dihydro-2-oxo-3H-indol-3-ylidene)methyl)-2,4-dimethyl-|SUNITINIB|sunitinib
C71623    musculus
C71624    spretus|Algerian
C71625    Proposal53|VX
C71627    Hydrochloride|ACODAZOLE-amino-2-(2-(dimethylamino)ethyl)|AMONAFIDE|BIDA|Benzisoquinolinedione|Benzisoquinolinedione|M-FA-142|amonafide
C71630    Acid|FOSCARNET|Phosphonocarboxylic
C71631    acid|LEUCOVORIN|folinic
C71640    Nut|MACADAMIA
C71642    saccharum
C71650    Orange
C71652    Orange|1-((2,4-Dinitrophenyl)azo)-2-naphthalenol|1-((2,4-Dinitrophenyl)azo)-2-naphthol|2-Naphthol,
C71656    B|Basic
C71669    Violet
C71671    D&C
C71672    Yellow|Acid
C71677    Dye|1-(4-sulfo-1-naphthylazo)-2-naphthol-3,6-disulfonic
C71683    Titer
C71691    Antibody|Anti-HTLV-1
C71692    Copolymer-Based
C71694    Bogatox|Anti-EpCAM
C71696    Albumin-Bound
C71704    An47|XL147-(2-butyl-1-(2-(diethylamino)ethyl)-1h-benzimidazol-5-yl)-N-hydroxy-,
C71709    Ketamine
C7171    Monoblastic
C71722    TH-302|Hypoxia-Activated
C71724    Treatment|compassionate
C71725    In-fluoro-N-(2-((2S)-
C71731    Absorption|Absorption
C71733    Absorption|Absorption|absorption|absorption502|BAYER
C7173    Astrocytoma|ASTROCYTOMA,06053|OGX-427
C71741    Sur1M2
C71743    Recombinant-(3-(4-cyano-3-(trifluoromethyl)phenyl)-5,5-dimethyl-4-oxo-2-thioxo-1-imidazolidinyl)-2-fluoro-N-methyl-|ENZALUTAMIDE|MDV3100|Xtandi
C71745    Disulfate
C71747    pp65-Specific
C71748    Anti-gp100:154-162
C71755    (Computer
C71756    Allowable,
C71759    receptor
C71760    Cell-Idiotype-Keyhole
C71761    I540/R572Y/D988Y
C71764    sabina
C71765    Oil|HYSSOP
C71766    angustifolia
C71767    purpurea
C71768    Fluidextract|Hydrastis
C71769    arvense
C71770    paraguariensis
C71771    Senegalensis
C71772    tuberosa
C71774    sempervirens
C71775    hirta
C71776    pallida
C71777    canadense
C71779    Prunifolium
C71780    cathartica
C71781    Chrysanthemum
C71782    perennis
C71786    uva-ursi
C71788    azadirachta
C71789    canina
C71790    officinalis
C71791    lutea
C71792    niger
C71793    tenuiflora
C71794    Vitalba
C71795    sinica
C71796    vera
C71797    asiatica
C71798    robertianum
C717    Virus|oncolytic
C71800    odorata
C71801    tinctoria
C71802    jasminoides
C71803    vernix
C71805    Oil|Bola
C71806    ficus-indica
C71807    uplandicum
C71808    Seed|CORIANDER|Chinese
C71809    saponaria
C7180    Cell/Pleomorphic
C71810    decurrens|ACACIA
C71812    taurus
C71813    rugosa
C71815    crispus
C71816    erythraea
C71817    angustifolium
C71819    hyemale
C71820    minus
C71821    lanata
C71822    radicans
C71823    Crocus
C71824    rosea
C71825    acuta
C71826    ebenum
C71827    Tar|Cade
C71828    Extract|Meadow
C71830    villosa
C71831    flavescens
C71832    Walnut
C71833    laevis
C71834    syriaca
C71835    lappacea
C71836    vulgare
C71838    Betulina
C71840    occidentalis
C71841    hirsutula
C71842    officinale
C71844    pratense
C71845    senega
C71846    marilandica
C71847    stolonifera
C71848    Juice|Apium
C71850    Oil|SHEANUT
C71851    arkansana
C71852    Lactuca
C71853    urbanum
C71854    sylvatica
C71856    Oil|CITRONELLA
C71857    vulgaris
C71858    tuberosum
C71860    virginicus
C71861    rubra
C71862    edulis
C71863    baicalensis
C71864    Graveolens
C71865    Musciformis
C71866    Veris
C71867    oleander
C71868    spinosa
C71870    dioica
C71871    cannabinum
C71872    Oil|HYPERICUM
C71873    myrtillus
C71878    Thistle
C71879    Malt
C71883    Silybin|Silybin-Phytosome
C71887    Term|PT
C71897    chart|flow
C71898    Name|Brand|Brand
C71906    Anchovy|PACIFIC
C71912    Squid|FLYING
C71917    Snapper|RED
C71918    Cuttlefish|ACANTHOSEPION
C71919    UNSPECIFIEDa
C71920    Clam|QUAHOG,
C71923    UNSPECIFIED|Crustacean
C71929    LEG,b
C71933    Cooked|BEEF,
C71935    Bean|Painted
C71938    Seed|SUNFLOWER
C71940    Flying
C71941    Snail|Cornu
C71942    Seed|SESAME
C71943    Substitute|SALT
C71944    Raisin|GOLDEN
C71949    MUSHROOM
C71950    Bean|LIMA
C71951    Bean|Green
C71952    Juice|FRUIT
C71953    Leg|FROG
C71954    Bean|FAVA
C71955    Yolk|EGG
C71956    White|EGG
C71957    Honey|DANDELION
C71961    Juice|GRAPEFRUIT
C71962    Juice|CITRUS
C71963    Juice|LEMON
C71964    Bell
C71965    Fruit|CITRUS
C71967    Greens|COLLARD
C71972    UNSPECIFIED|Fructus
C71976    Leafy
C71979    Melon|HONEYDEW
C71980    Pepper
C71981    Fruit|KIWI
C71983    Olive|BLACK
C71984    Sprout|ALFALFA
C71991    Sprout|BEAN
C71995    Pea|BLACK-EYED
C71998    Sprout|BRUSSELS
C72001    rapaceum
C72002    (Citrus)|LIME
C72004    Chard|Beta
C72007    Grape|CONCORD
C72008    Mushroom|SHIITAKE
C72009    Pea|SNOW
C72010    max|SOYBEAN|soy|soya|soybean
C72011    (Computer)|Administrator
C72013    SQUASH
C72015    Potato|Ipomoea
C72017    (Mandarin
C72018    ESCULENTA
C7201    Neoplasm|Infrequent
C72021    Greens|TURNIP
C72023    cayenensis
C72024    (Computer)|Supervisor
C72026    elaterium
C7202    Histiocytosis|Histiocytic
C72031    Greens|MUSTARD
C72034    Olive|GREEN
C72038    afganica|Medicago
C7203    Plasmacytoid
C72040    nigrum
C72041    spp.
C72042    racemosa|PIMENTA
C72048    Nut|BRAZIL
C72050    Hazelnut|HAZELNUT,
C72051    Pecan
C72052    Nut|PINE
C72054    Walnut|BLACK
C72063    Fruit|DATE|Date
C72064    Poultry|EGG|Egg
C72065    Fish|FISH,
C72067    Nut|Nut|Nut,
C72069    Scleroderma|Morphea|Morphea
C72070    Scleroderma|Diffuse
C72073    Disc|Data
C72077    Hydrochloride|LOSOXANTRONE
C72078    Acid|IOTRIZOIC
C72079    Acid|IOTRANIC
C72080    Acid|IOTROXIC
C72081    Acid|IOXABROLIC
C72082    Acid|IOTETRIC
C72083    Acid|SULFALOXIC
C72084    Acid|SPAGLUMIC
C72085    Acid|SULTOSILIC
C72086    Acid|PROTIZINIC
C72087    Acid|BUCLOXIC
C72088    Acid|ENFENAMIC
C72089    Acid|(E)-3-p-Anisoyl-3-bromoacrylic
C72090    Acid|BENSULDAZIC
C72091    Acid|(((p-Chlorophenyl)thio)methylene)diphosphonic
C72092    Acid|BUTEDRONIC
C72093    Acid|ACEBURIC
C72094    Acid|FEPENTOLIC
C72095    Acid|BROXITALAMIC
C72096    Acid|SALCAPROZIC
C72097    Acid|(Ethylenebis(Oxyethylenenitrilo))Tetraacetic
C72098    dihydro-
C720    Sodium|OXACILLIN
C72104    Cyclamate|AMINOPHENAZONE
C72131    Sodium|TIFURAC
C72142    Guacil|AMTOLMETIN
C72157    Oxide|ALBENDAZOLE
C72158    Chloride|ISOMETAMIDIUM
C72160    p-aminobenzoate|4-Aminobenzoesaeure-(3,6-diethyl-3,6-diazaoctyl)ester|AMOXECAINE|RP
C72184    Oil|CHENOPODIUM
C72187    sarmientoi
C72188    Oil|GALBANUM
C72190    Virginiana
C72191    Oil|COPAIBA
C72192    Oil|LAVANDIN
C72193    Oil|CAMPHOR
C72195    Oil|BABASSU
C72199    Primrose
C72200    virginiana
C72201    Rose
C72202    Oil|TANSY
C72203    Oil|ROSEWOOD
C72205    Oil|QUINOA
C72206    Berry
C72208    pulegioides
C72209    Peltatum
C72210    Oil|PATCHOULI
C72211    Oil|PALM
C72212    Oil|NIAOULI
C72214    grandiflora
C72216    indica|ACALYPHA
C72217    negundo|ACER
C72218    rubrum|ACER
C72219    ferox
C72220    lycoctonum|ACONITUM
C72221    calamus|ACORUS
C72222    Hydrochloride|ACOTIAMIDE
C72223    spicata|ACTAEA
C72224    capillus-veneris|ADIANTUM
C72225    vernalis|ADONIS
C72226    carnea|AESCULUS
C72227    cynapium|AETHUSA
C72228    americana|AGAVE
C72229    tequilana|AGAVE
C72230    eupatoria|AGRIMONIA
C72231    gigantea|AGROSTIS
C72232    altissima|AILANTHUS
C72233    farinosa|ALETRIS
C72234    glutinosa|ALNUS
C72235    rhombifolia|ALNUS
C72236    serrulata|ALNUS
C72237    officinarum|ALPINIA
C72238    visnaga
C72239    quinquefolia|American
C72240    balsamifera|AMYRIS
C72241    arvensis|ANAGALLIS
C72242    californica|ANEMOPSIS
C72243    castus|CHASTE
C72244    odoratum|ANTHOXANTHUM
C72245    androsaemifolium|APOCYNUM
C72246    cannabinum|APOCYNUM
C72247    vulgaris|AQUILEGIA
C72248    mexicana|ARGEMONE
C72249    clematitis|ARISTOLOCHIA
C7224    Lymphoma|PBL
C72250    serpentaria|ARISTOLOCHIA
C72251    vulgaris|ARTEMISIA
C72252    canadense|ASARUM
C72253    incarnata|ASCLEPIAS
C72254    syriaca|ASCLEPIAS
C72255    tuberosa|ASCLEPIAS
C72256    triloba|ASIMINA
C72257    odoratum|Asperula
C72258    astacus|ASTACUS
C72259    indica|AZADIRACHTA
C72260    Nigra
C72261    tinctoria|BAPTISIA
C72263    aquifolium|BERBERIS
C72264    vulgaris|BERBERIS
C72265    benedicta|Blessed
C72266    napus|BRASSICA
C72267    secalinus|BROMUS
C72268    dioica|BRYONIA
C72269    sempervirens|BUXUS
C72270    grandiflorus|Cactus
C72271    gigantea|Bowstring
C72272    palustris|CALTHA
C72273    sativa|CANNABIS
C72274    marianum|Blessed
C72275    betulus|CARPINUS
C72276    tinctorius|CARTHAMUS
C72277    tomentosa|CARYA
C72278    alexandrina|Alexandrian
C72279    sativa|CASTANEA
C72280    americanus|CEANOTHUS
C72281    erythraea|CENTAURIUM
C72282    majus|CHELIDONIUM
C72283    umbellata|CHIMAPHILA
C72284    virosa|CICUTA
C72285    officinalis|CINCHONA
C72286    arvense|CIRSIUM
C72287    vitalba|CLEMATIS
C72288    autumnale|Autumn-crocus|COLCHICUM
C72289    dentata|COMOCLADIA
C72290    majalis|CONVALLARIA
C72291    arvensis|CONVOLVULUS
C72292    sericea|CORNUS
C72293    lawsoniana|CHAMAECYPARIS
C72294    purpurascens|CYCLAMEN
C72295    scolymus|Artichoke|CYNARA
C72296    dactylon|Bermuda
C72297    pubescens|CYPRIPEDIUM
C72298    scoparius|CYTISUS
C72299    glomerata|Cocksfoot|DACTYLIS
C72300    albus|Burning-Bush|DICTAMNUS
C72301    seguine|DIEFFENBACHIA
C72302    rotundifolia|DROSERA
C72303    myoporoides|Corkwood
C72304    purpurea|ECHINACEA
C72305    arvense|Common
C72306    hyemale|Dutch
C72307    maritimum|ERYNGIUM
C72308    globulus|Blue
C72309    jambos|Eugenia
C72310    atropurpureus|Burningbush|EUONYMUS
C72311    europaeus|EUONYMUS
C72312    cannabinum|EUPATORIUM
C72313    purpureum|Sweetscented
C72314    hirta|EUPHORBIA
C72315    esculentum|Common
C72316    sylvatica|Beechnut
C72317    pratensis|FESTUCA
C72318    vesca|Alpine
C72319    americana|Calycomelia
C72320    excelsior|European
C72321    vesiculosus|FUCUS
C72323    jasminoides|Cape
C72324    tinctoria|Dyer's
C72325    amarella|Annual
C72326    maculatum|Alum|GERANIUM
C72327    hederacea|GLECHOMA
C72328    uliginosum|GNAPHALIUM
C72329    officinalis|GRATIOLA
C72330    hirsutula|GRINDELIA
C72331    annuus|Common
C72332    arborescens|Garden
C72333    viridis|Green
C72334    americana|ANEMONE
C72335    moschatus
C72336    crepitans|HURA
C72337    asiatica|CENTELLA
C72338    amara|Bitter
C72339    aquifolium|English
C72340    opaca|American
C72341    germanica
C72342    foetidissima|IRIS
C72343    tenax|IRIS
C72344    curcas|JATROPHA
C72345    regia|English
C72346    effusus|Common
C72347    virginiana|Eastern
C72348    adhatoda|JUSTICIA
C72349    latifolia|Ivy-Bush|KALMIA
C72350    anagyroides|Common
C72351    album|LAMIUM
C72352    decidua|European
C72353    nobilis|Bay
C72354    palustre|Crystal-tea|Ledum
C72355    minor|Duckweed|Fu
C72356    cardiaca|Common
C72357    capitata|LESPEDEZA
C72358    spicata|Button
C72359    candidum|LILIUM
C72360    lancifolium|LILIUM
C72361    vulgaris|Common
C72362    catharticum|Fairy
C72363    cardinalis|Cardinal
C72364    erinus|Edging
C72365    inflata|Indian-tobacco|LOBELIA
C72366    perenne|LOLIUM
C72367    temulentum|Bromus
C72368    xylosteum|LONICERA
C72369    grandiflora|Blue
C7236    Mononucleosis-Like
C72370    repens|BERBERIS
C72371    officinarum|MANDRAGORA
C72372    canadense|MENISPERMUM
C72373    trifoliata|Common
C72374    repens|MITCHELLA
C72375    uniflora|Corpse
C72376    arvensis|Field
C72377    communis|Common
C72378    serpentaria|Cankerweed|Esopon
C72379    alba|Kumuda|NYMPHAEA
C72380    odorata|American
C72381    americanum|American
C72382    sanctum|Holy
C72383    biennis|German
C72384    spinosa|Cammock|ONONIS
C72385    virginianum|ONOSMODIUM
C72386    umbellatum|ORNITHOGALUM
C72387    montana|Cuckoo-bread|Irish
C72388    arboreum|Andromeda
C72389    lambertii|OXYTROPIS
C7238    T/NK-Cell
C72390    rhoeas|Corn
C72391    incarnata|Maypop|PASSIFLORA
C72392    laurifolia|Golden
C72393    sativa|PASTINACA
C72394    pinnata|Barbasco|PAULLINIA
C72395    sedoides|PENTHORUM
C72396    amurense|PHELLODENDRON
C72397    pratense|PHLEUM
C72398    amarus|PHYLLANTHUS
C72399    alkekengi|Chinese-lantern|Japanese
C72400    saxifraga|Burnet
C72401    strobus|Eastern
C72402    sylvestris|PINUS
C72403    methysticum|MACROPIPER
C72404    nigrum|PIPER
C72405    piscipula|Erythrina
C72406    cuspidatum|Donkey
C72407    sagittatum|Arrow-leaf
C72408    vulgaris|PRUNELLA
C72409    padus|Bird
C72410    spinosa|Blackthorn|Druparia
C72411    virginiana|Chokecherry|PRUNUS
C72412    trifoliata|Dodonaea
C72413    cinerariifolium
C72414    americana|American
C72415    alba|QUERCUS
C72416    robur|English
C72417    acris|Common
C72418    bulbosus|RANUNCULUS
C72419    ficaria|RANUNCULUS
C72420    sceleratus|RANUNCULUS
C72421    californica|California
C72422    chinensis|Chinese
C72423    glabra|RHUS
C72424    communis|Castor
C72425    Galactarate|RIVANICLINE
C72426    pseudoacacia|Black
C72427    gallica|Apothecary
C72428    crispus|Curley
C72429    graveolens|Chou
C72430    nigra|Black
C72431    purpurea|Purple
C72432    officinalis|Broadleaf
C72433    canadensis|Red
C72434    officinalis|Bouncingbet
C72436    albidum|Laurus
C72437    molle|SCHINUS
C72438    nodosa|Figwort|SCROPHULARIA
C72439    telephium|HYLOTELEPHIUM
C72440    anacardium|Markingnut
C72441    tectorum|Common
C72442    aurea|Golden
C72443    carolinense|Ball
C72444    mammosum|Melon-pear
C72445    nigrum|Black
C72446    oleracea|ACMELLA
C72447    hispidus|Hairy
C72448    sarmentosus|Arrow-Poison|STROPHANTHUS
C72449    vulgare|TANACETUM
C72450    baccata|Common
C72451    scorodonia|Monochilon
C72453    occidentalis|Eastern
C72454    serpyllum|Creeping
C72455    vulgaris|Garden
C72456    perfoliatum|TRIOSTEUM
C72457    europaeus|Furze|Gorse|ULEX
C72458    dioica|Great
C72459    urens|URTICA
C72461    viride|Green
C72462    blattaria|Moth
C72463    thapsus|Common
C72464    beccabunga|European
C72466    opulus|Crampbark|European
C72467    prunifolium|VIBURNUM
C72468    minor|Common
C72469    odorata|VIOLA
C72470    tricolor|VIOLA
C72471    helenioides|WYETHIA
C72472    asphodeloides|Eastern
C72473    filamentosa|Adam's-needle|Bear-grass|Spoon-leaf
C72474    glabra|AESCULUS
C72475    yuccifolium|ERYNGIUM
C72476    pulegioides|American
C72477    lanceolata|English
C72478    acre|Goldmoss
C72479    versicolor|Blue
C72480    zygis|Sauce
C72481    repens
C72482    verum|ILLICIUM
C72483    alpestris|Forget-me-not|MYOSOTIS
C72485    gramineus|ACORUS
C72487    xanthochlora|ALCHEMILLA
C72488    compactum|AMOMUM
C72489    catechu|ARECA
C72490    montana
C72491    australis|BAPTISIA
C72492    arvensis|CALENDULA
C72493    odorata|CANANGA
C72494    thalictroides
C72495    cheiri|Cheiranthus|ERYSIMUM
C72497    cocculus|ANAMIRTA
C72498    canadensis|COLLINSONIA
C72499    maculatum
C724    Oxytocin|OXYTOCIN|Oxytocin|Pitocin|Syntocinon
C72501    teeta|COPTIS
C72502    douglasii|Black
C72503    carthagenensis|Balsamona
C72504    esculentus|CYPERUS
C72505    stramonium|DATURA
C72506    sachalinensis|EUONYMUS
C72507    perfoliatum|Common
C72508    kansui|EUPHORBIA
C72509    tartaricum|FAGOPYRUM
C72510    alnus|Alder
C72511    przewalskii|FRITILLARIA
C72512    sempervirens|Bigonia
C72513    L.
C72514    Young
C72515    lanceolata|GRINDELIA
C72516    autumnale|Common
C72517    foetidus|HELLEBORUS
C72518    inermis
C72519    sabdariffa|HIBISCUS
C72520    arborescens|HYDRANGEA
C72521    canadensis|HYDRASTIS
C72522    albus|HYOSCYAMUS
C72523    erectum|HYPERICUM
C72524    cornuta|Chinese
C72525    balsamina|Garden
C72526    helenium|Elecampane
C72527    angustifolia|Dwarf
C72528    lappacea|KRAMERIA
C72529    officinale|American
C72530    chinensis|LOBELIA
C72531    dissectum|Desert
C72532    caprifolium|Italian
C72533    acutangula|Cucurbita
C72534    Bonferroni
C72535    clavatum|LYCOPODIUM
C72536    acuminata|Cucumber
C72537    didyma|Bee
C72538    europaea|Common
C72539    repens|Common
C72540    acanthium|ONOPORDUM
C72541    virginiana|Carpinus
C72542    hysterophorus|PARTHENIUM
C72543    vulgaris|PHASEOLUS
C72544    carthagenensis|Stinkwood
C72545    amara|QUASSIA
C72546    acuta|Cyclobalanopsis
C72547    saponaria|QUILLAJA
C72548    glacialis|BECKWITHIA
C72549    acicularis
C72550    europaea|European
C72551    Hook.f.
C72552    laciniatum|Compass
C72553    canadensis|Aster
C72554    marilandica|Maryland
C72555    benzoin|Benjamin
C72556    erecta|Marigolds|TAGETES
C72557    plicata|Canoe
C72558    hastata|Blue
C72559    sibiricum|Cang
C72564    Allele|NM_000463.2:c.-55_-54dupAT|NM_000463.2:c.-55_-54insAT|UDP
C72565    Acid|BETAMIPRON|Benzoyl-beta-alanine
C72568    Pharmacologic3475|SISOMICIN
C72587    Sodium|ACEDIASULFONE173|QUINDOXIN|Quinoxaline
C72589    A|SEDECAMYCIN
C72590    Iodide|BEPERIDIUM
C72594    Acid|NANAFROCIN|Nanaomycin
C725    Polypeptide|Interacinar
C72603    Calcium|BENZOYLPAS
C72606    thiosemicarbazone|Ethizone|SUBATHIZONE
C72620    [1,2,4]
C72621    beta-bromopenicillanic
C72622    Sodium|SANFETRINEM
C72627    Amidinohydrazone64|LINSIDOMINE
C72631    acid|BALOFLOXACIN|Balofox|Bazucin|Q-35|Q-Roxin
C72632    acid|BINFLOXACIN
C72633    Mesylate|(1S)-1-Cyclopropyl-6-fluoro-1,4-dihydro-7-(5-methyl-2,5-diazabicyclo[2.2.1]hept-2-yl)-4-oxo-3-quinoline
C72635    acid|ORBIFLOXACIN|Orbax
C72636    acid|PRADOFLOXACIN|Veraflox
C72637    acid|NM
C72638    acid|MF
C72644    Bromide|DOMIPHEN
C72649    Bromide|TETRADONIUM
C72650    Iodide|TIBEZONIUM
C72657    acid|FLEROXACIN|Megalocin|Quinodis
C72659    acid|(D-4-Amino-4-carboxybutyl)penicillinic
C72660    acid|Bay-Vp-2674|Baytril|ENROFLOXACIN
C72661    acid|ECENOFLOXACIN
C72668    bursa-pastoris|CAPSELLA
C72681    Hydrochloride|ADROGOLIDE
C72685    Pharmacologic,11-dihydro-11-(1-methyl-4-
C72691    Sodium|ALRESTATIN
C72692    Citrate|ALVERINE
C72693    acid|AMANTOCILLIN
C72694    Acid|AMBRISENTAN|BSF-208075|LU-208075|Letairis
C72696    acid|AMIFLOXACIN|WIN
C72697    Mesylate|AMIFLOXACIN
C72699    Hydrochloride|AMOTOSALEN
C72700    Sodium|AMOXICILLIN
C72701    Hydrochloride|ANAMORELIN
C72703    (+/-)-|APREMILAST,
C72704    Hydrobromide|ARECOLINE
C72709    Hydrochloride|AZACLORZINE
C72710    Fumarate|AZALOXAN
C72714    Hydrochloride|AZIPRAMINE
C72717    Hydrochloride|BATANOPRIDE50|p-tert-Butylphenyl
C72727    Butyrate|H324/38
C72728    Hydrochloride|CLOROPERONE
C72731    acid|DANOFLOXACIN
C72734    Hydrochloride|DELAPRIL
C72735    Tosylate|DENAGLIPTIN
C72736    Hydrochloride|DENIBULIN
C72738    Hydrochloride|DEXMEDETOMIDINE
C72740    Hydrochloride|DIFLOXACIN
C72742    Hydrochloride|DIMETHISOQUIN
C72745    Hydrochloride|3-tert-Butyl-1-((2R,3S)-3-((2S)-3,3-dimethyl-2-(2-(methylamino)acetamido)butyramido)-2-hydroxy-4-phenylbutyl)-1-isopentylurea
C72747    Sodium|EDAGLITAZONE
C72748    Sodium|EFAPROXIRAL
C72751    Dihydrochloride|EFLETIRIZINE
C72752    Hydrochloride|ELACRIDAR
C72756    Citrate|ELZASONAN
C72759    Sodium|ENGLITAZONE
C72764    Esylate|1-(2-methylpropyl)-1H-imidazo[4,5-c][1,5]naphthyridin-4-amine
C72765    Sulfate|EPHEDRINE
C72766    Hydrochloride|ESPROQUIN
C72768    Hydrochloride|ETAZOLATE
C72769    Hydrochloride|ETHAVERINE
C72771    Pharmacologic-1932
C72774    Potassium|FANDOSENTAN
C72776    acid|(5R,6S,8R,2'R)-2-(2'-tetrahydrofuryl)-6-hydroxyethylpenem-3-carboxylate|FAROPENEM
C72779    Fumarate|2-((1R)-3-(Diisopropylamino)-1-phenylpropyl)-4-(hydroxymethyl)phenyl
C72781    Fumarate|FEZOLAMINE
C72782    Hydrochloride|2-Amino-2-[2-(4-octylphenyl)ethyl]propan-1,3-diol
C72785    Maleate|FLUPIRTINE
